id,refseq,uniprot,gene,chrom,start,end
A_33_P3361472,ENST00000488687,,,,,
A_33_P3361513,NM_001014445,Q9NVX2,,,,
A_33_P3361546,NM_001032280,P05549,,,,
A_33_P3361584,AK126579,,,,,
A_33_P3361611,NM_178034,Q86XP0,,,,
A_33_P3361636,NM_001190839,,,,,
A_33_P3361671,ENST00000488690,,,,,
A_33_P3361681,NM_001017980,Q3ZAQ7,,,,
A_33_P3361701,NM_001127320,,,,,
A_33_P3361707,NM_002392,Q00987,,,,
A_33_P3361711,A_33_P3361711,,,,,
A_33_P3361741,NM_013238,Q9Y5T4,,,,
A_33_P3361746,NM_014112,Q9UHF7,,,,
A_33_P3361758,NM_152647,Q96M60,,,,
A_33_P3361771,NM_003292,P12270,,,,
A_33_P3361811,NM_024561,A4FU51,,,,
A_33_P3361817,A_33_P3361817,,,,,
A_33_P3361831,NM_001124759,A6NGY1,,,,
A_33_P3361851,NM_004637,P51149,,,,
A_33_P3361891,NM_001042575,Q7RTY8,,,,
A_33_P3361896,AK127538,,,,,
A_33_P3361901,AK123605,,,,,
A_33_P3361925,NM_001184898,O95327,,,,
A_33_P3361991,NM_001001658,Q8NGT5,,,,
A_33_P3362005,NM_001001656,Q8NGU2,,,,
A_33_P3362008,NM_002521,P16860,,,,
A_33_P3362034,NR_038365,,,,,
A_33_P3362046,ENST00000329968,,,,,
A_33_P3362048,ENST00000395682,,,,,
A_33_P3362063,NR_027433,,,,,
A_33_P3362068,THC2688744,,,,,
A_33_P3362088,NM_002560,Q99571,,,,
A_33_P3362128,ENST00000342892,,,,,
A_33_P3362143,NR_026962,,,,,
A_33_P3362148,NR_026963,,,,,
A_33_P3362153,NM_001190764,C9JI98,,,,
A_33_P3362178,NM_001243007,G3V3G0,,,,
A_33_P3362193,NM_005053,A0A024R7G8,,,,
A_33_P3362208,XR_110553,,,,,
A_33_P3362232,ENST00000508955,,,,,
A_33_P3362239,A_33_P3362239,,,,,
A_33_P3362242,A_33_P3362242,,,,,
A_33_P3362249,XR_132538,,,,,
A_33_P3362267,NR_026651,,,,,
A_33_P3362274,ENST00000390456,,,,,
A_33_P3362291,AK001351,,,,,
A_33_P3362296,ENST00000396017,,,,,
A_33_P3362301,AY956761,,,,,
A_33_P3362306,ENST00000553604,,,,,
A_33_P3362311,NM_001010903,P0C671,,,,
A_33_P3362320,A_33_P3362320,,,,,
A_33_P3362321,NM_201555,,,,,
A_33_P3362326,ENST00000409177,,,,,
A_33_P3362331,NM_001037804,Q30KQ2,,,,
A_33_P3362353,ENST00000377039,,,,,
A_33_P3362359,ENST00000390389,,,,,
A_33_P3362367,ENST00000338850,,,,,
A_33_P3362371,NM_201430,,,,,
A_33_P3362372,X57723,,,,,
A_33_P3362392,A_33_P3362392,,,,,
A_33_P3362397,NR_024368,,,,,
A_33_P3362409,NR_036526,,,,,
A_33_P3362453,A_33_P3362453,,,,,
A_33_P3362491,NM_001145143,,,,,
A_33_P3362498,NM_001184,Q13535,,,,
A_33_P3362503,NM_001101426,A4D126,,,,
A_33_P3362521,NM_016474,Q6PII3,,,,
A_33_P3362526,NM_016060,Q9Y3C7,,,,
A_33_P3362536,THC2494810,,,,,
A_33_P3362548,A_33_P3362548,,,,,
A_33_P3362562,NM_003161,P23443,,,,
A_33_P3362567,A_33_P3362567,,,,,
A_33_P3362587,ENST00000394982,,,,,
A_33_P3362601,A_33_P3362601,,,,,
A_33_P3362611,NM_022159,Q9HBW9,,,,
A_33_P3362616,NM_025263,P79522,,,,
A_33_P3362631,NM_021927,A0A024R9T3,,,,
A_33_P3362636,NM_001136498,P0C7P0,,,,
A_33_P3362641,NM_001008388,Q8N5K1,,,,
A_33_P3362652,NM_001005514,A6NHG9,,,,
A_33_P3362668,NR_034006,,,,,
A_33_P3362696,NM_018157,Q9NVN3,,,,
A_33_P3362727,ENST00000376256,,,,,
A_33_P3362737,AK124695,,,,,
A_33_P3362753,NR_024593,,,,,
A_33_P3362770,NM_018427,Q9NYV6,,,,
A_33_P3362781,NM_024731,Q8N4N3,,,,
A_33_P3362791,XM_001719518,,,,,
A_33_P3362806,NM_207672,,,,,
A_33_P3362812,A_33_P3362812,,,,,
A_33_P3362826,NM_001164443,Q8N7Z5,,,,
A_33_P3362831,NM_003281,P19237,,,,
A_33_P3362861,NM_014898,D3Y2A0,,,,
A_33_P3362869,NM_001190233,,,,,
A_33_P3362886,AK056419,,,,,
A_33_P3362891,NM_002137,A0A024RA27,,,,
A_33_P3362900,NM_001145710,A0A087WZA1,,,,
A_33_P3362915,NM_002100,P06028,,,,
A_33_P3362933,NM_002099,A0A0C4DFT7,,,,
A_33_P3362937,A_33_P3362937,,,,,
A_33_P3362952,AK125981,,,,,
A_33_P3362981,NM_018992,Q9NXV2,,,,
A_33_P3362991,THC2666857,,,,,
A_33_P3363001,DA372173,,,,,
A_33_P3363012,NM_014502,Q9UMS4,,,,
A_33_P3363016,NM_001242790,V9HVY2,,,,
A_33_P3363061,NM_001003790,,,,,
A_33_P3363071,NM_198510,Q6UXX5,,,,
A_33_P3363082,NR_003008,,,,,
A_33_P3363085,DA571569,,,,,
A_33_P3363091,U25801,,,,,
A_33_P3363100,A_33_P3363100,,,,,
A_33_P3363105,A_33_P3363105,,,,,
A_33_P3363120,NR_004387,,,,,
A_33_P3363153,NM_025219,Q6AHX3,,,,
A_33_P3363161,A_33_P3363161,,,,,
A_33_P3363168,NM_033389,Q76I76,,,,
A_33_P3363173,A_33_P3363173,,,,,
A_33_P3363186,THC2779442,,,,,
A_33_P3363188,NR_033856,,,,,
A_33_P3363245,NM_007224,O95158,,,,
A_33_P3363254,A_33_P3363254,,,,,
A_33_P3363260,NM_173582,Q6PCE3,,,,
A_33_P3363271,NM_000724,Q08289,,,,
A_33_P3363290,A_33_P3363290,,,,,
A_33_P3363305,A_33_P3363305,,,,,
A_33_P3363310,ENST00000376536,,,,,
A_33_P3363316,NR_015401,,,,,
A_33_P3363340,ENST00000469981,,,,,
A_33_P3363341,NM_001164436,A6NML5,,,,
A_33_P3363355,NM_022377,Q14773,,,,
A_33_P3363395,ENST00000457671,,,,,
A_33_P3363420,NM_174938,,,,,
A_33_P3363425,NM_174938,,,,,
A_33_P3363445,ENST00000422961,,,,,
A_33_P3363460,AK128204,,,,,
A_33_P3363465,AK125288,,,,,
A_33_P3363470,ENST00000508169,,,,,
A_33_P3363480,XM_001715471,,,,,
A_33_P3363485,NM_018013,A7XYQ1,,,,
A_33_P3363500,THC2723408,,,,,
A_33_P3363507,A_33_P3363507,,,,,
A_33_P3363510,ENST00000446865,,,,,
A_33_P3363515,ENST00000557439,,,,,
A_33_P3363537,THC2725851,,,,,
A_33_P3363560,NM_001136216,A0A024QZ97,,,,
A_33_P3363600,NP1460830,,,,,
A_33_P3363620,NM_001098824,Q6ZNR0,,,,
A_33_P3363630,AK058039,,,,,
A_33_P3363637,NM_013314,Q8WV28,,,,
A_33_P3363645,NM_001114618,,,,,
A_33_P3363650,A_33_P3363650,,,,,
A_33_P3363655,NM_022662,Q9H1A4,,,,
A_33_P3363660,NP511337,,,,,
A_33_P3363665,NM_001142587,,,,,
A_33_P3363674,NM_001142590,,,,,
A_33_P3363680,A_33_P3363680,,,,,
A_33_P3363685,NM_001005160,Q9H2C5,,,,
A_33_P3363690,XR_132500,,,,,
A_33_P3363710,XR_132751,,,,,
A_33_P3363720,NR_033691,,,,,
A_33_P3363725,NM_001001922,Q8NH56,,,,
A_33_P3363732,NM_021247,,,,,
A_33_P3363799,NM_001242607,A0A087WWD4,,,,
A_33_P3363804,NM_001242608,,,,,
A_33_P3363854,AB529251,,,,,
A_33_P3363859,NR_034036,,,,,
A_33_P3363893,A_33_P3363893,,,,,
A_33_P3363898,NM_001070,P23258,,,,
A_33_P3363933,NM_001004310,Q6DN72,,,,
A_33_P3363938,ENST00000534372,,,,,
A_33_P3363949,NM_001001967,Q8NGL4,,,,
A_33_P3363959,A_33_P3363959,,,,,
A_33_P3364023,ENST00000473249,,,,,
A_33_P3364028,AB529254,,,,,
A_33_P3364038,NM_001145805,A1A4Y4,,,,
A_33_P3364051,NM_003935,A0A024R1C2,,,,
A_33_P3364060,NM_005144,O43593,,,,
A_33_P3364062,XR_109966,,,,,
A_33_P3364089,NM_019844,B3KP78,,,,
A_33_P3364112,NM_006654,L7RTG7,,,,
A_33_P3364180,NM_152536,Q6ZNL6,,,,
A_33_P3364185,ENST00000370947,,,,,
A_33_P3364190,NM_001004491,Q8NG84,,,,
A_33_P3364205,NR_001588,,,,,
A_33_P3364211,AK126423,,,,,
A_33_P3364235,NR_038954,,,,,
A_33_P3364240,NM_002571,A0A024R8D8,,,,
A_33_P3364249,ENST00000404397,,,,,
A_33_P3364263,NM_030915,Q53QV2,,,,
A_33_P3364268,NM_030915,Q53QV2,,,,
A_33_P3364278,ENST00000379421,,,,,
A_33_P3364289,NM_032855,Q96JZ2,,,,
A_33_P3364293,NR_027420,,,,,
A_33_P3364308,BC040551,,,,,
A_33_P3364338,A_33_P3364338,,,,,
A_33_P3364348,NM_020647,Q7Z682,,,,
A_33_P3364358,A_33_P3364358,,,,,
A_33_P3364373,NM_001004325,Q701N4,,,,
A_33_P3364379,NM_020470,A8K509,,,,
A_33_P3364389,ENST00000475245,,,,,
A_33_P3364433,NM_020328,P36896,,,,
A_33_P3364443,A_33_P3364443,,,,,
A_33_P3364459,NM_001002000,Q9P2T1,,,,
A_33_P3364463,NM_173688,,,,,
A_33_P3364473,ENST00000507857,,,,,
A_33_P3364488,NM_001170631,A0A0B4J1S2,,,,
A_33_P3364493,A_33_P3364493,,,,,
A_33_P3364498,A_33_P3364498,,,,,
A_33_P3364508,NM_018275,Q8WVR3,,,,
A_33_P3364520,NM_181602,Q3LI64,,,,
A_33_P3364571,NM_019105,O95680,,,,
A_33_P3364582,NM_019105,O95680,,,,
A_33_P3364607,AK127296,,,,,
A_33_P3364626,ENST00000343105,,,,,
A_33_P3364631,A_33_P3364631,,,,,
A_33_P3364637,ENST00000378108,,,,,
A_33_P3364641,ENST00000378108,,,,,
A_33_P3364646,NM_152545,Q0VAM2,,,,
A_33_P3364651,ENST00000536864,,,,,
A_33_P3364661,ENST00000265538,,,,,
A_33_P3364696,NM_213622,O95630,,,,
A_33_P3364721,THC2603827,,,,,
A_33_P3364741,NM_006039,Q9UBG0,,,,
A_33_P3364761,ENST00000375625,,,,,
A_33_P3364776,ENST00000396843,,,,,
A_33_P3364801,XM_379325,,,,,
A_33_P3364808,NM_002838,A0A0A0MT22,,,,
A_33_P3364811,NM_002838,A0A0A0MT22,,,,
A_33_P3364821,NM_002838,A0A0A0MT22,,,,
A_33_P3364826,ENST00000239715,,,,,
A_33_P3364836,A_33_P3364836,,,,,
A_33_P3364849,A_33_P3364849,,,,,
A_33_P3364854,NM_018646,Q9H1D0,,,,
A_33_P3364864,NM_005746,A0A024R718,,,,
A_33_P3364869,AK023341,,,,,
A_33_P3364884,NM_000925,P11177,,,,
A_33_P3364904,NM_207404,Q6ZS27,,,,
A_33_P3364921,ENST00000424453,,,,,
A_33_P3364929,A_33_P3364929,,,,,
A_33_P3364954,ENST00000322059,,,,,
A_33_P3364959,DQ098707,,,,,
A_33_P3364964,XR_110585,,,,,
A_33_P3364989,NM_001024675,Q5JWF8,,,,
A_33_P3365002,NM_001069,Q13885,,,,
A_33_P3365010,NM_021795,A0A024R997,,,,
A_33_P3365034,ENST00000339805,,,,,
A_33_P3365037,NM_202001,P07992,,,,
A_33_P3365047,NM_006606,O75884,,,,
A_33_P3365057,A_33_P3365057,,,,,
A_33_P3365072,NM_001128600,A0A183,,,,
A_33_P3365077,NM_001001915,Q8NGZ5,,,,
A_33_P3365082,NM_001013355,Q5TZ20,,,,
A_33_P3365087,NM_001130404,P86478,,,,
A_33_P3365097,NM_001184765,,,,,
A_33_P3365117,ENST00000380859,,,,,
A_33_P3365134,NM_015316,Q96KQ4,,,,
A_33_P3365142,NM_013445,,,,,
A_33_P3365167,NM_001204218,,,,,
A_33_P3365178,THC2723408,,,,,
A_33_P3365193,NM_001008219,P04745,,,,
A_33_P3365200,ENST00000538668,,,,,
A_33_P3365202,ENST00000369657,,,,,
A_33_P3365228,NM_001031702,Q9P283,,,,
A_33_P3365263,XM_001131213,,,,,
A_33_P3365267,A_33_P3365267,,,,,
A_33_P3365305,NM_001039523,P02708,,,,
A_33_P3365312,ENST00000452919,,,,,
A_33_P3365352,AK124173,,,,,
A_33_P3365357,NM_033158,Q12891,,,,
A_33_P3365368,ENST00000313063,,,,,
A_33_P3365387,AK127261,,,,,
A_33_P3365392,AK127261,,,,,
A_33_P3365408,NR_026947,,,,,
A_33_P3365432,NM_000631,Q15080,,,,
A_33_P3365437,NM_020204,Q9NQ69,,,,
A_33_P3365441,ENST00000367388,,,,,
A_33_P3365501,A_33_P3365501,,,,,
A_33_P3365506,ENST00000513564,,,,,
A_33_P3365524,NM_199123,,,,,
A_33_P3365553,NR_024420,,,,,
A_33_P3365582,NM_001139488,,,,,
A_33_P3365586,NM_004738,O95292,,,,
A_33_P3365596,NM_022080,Q9H115,,,,
A_33_P3365601,THC2540172,,,,,
A_33_P3365611,NM_152265,Q96K17,,,,
A_33_P3365616,NM_152265,Q96K17,,,,
A_33_P3365621,NM_001005285,A6NND4,,,,
A_33_P3365644,A_33_P3365644,,,,,
A_33_P3365646,AK126077,,,,,
A_33_P3365652,ENST00000480955,,,,,
A_33_P3365666,A_33_P3365666,,,,,
A_33_P3365676,NM_016395,Q9P035,,,,
A_33_P3365701,THC2547729,,,,,
A_33_P3365705,A_33_P3365705,,,,,
A_33_P3365710,AK125522,,,,,
A_33_P3365720,NR_040045,,,,,
A_33_P3365732,NM_033396,A0A024R542,,,,
A_33_P3365735,NM_003247,P35442,,,,
A_33_P3365747,NR_026999,,,,,
A_33_P3365750,NM_183387,Q05BV3,,,,
A_33_P3365755,NM_001136504,,,,,
A_33_P3365760,NM_012108,A0A024RD91,,,,
A_33_P3365805,NM_006493,A0A024R644,,,,
A_33_P3365810,NM_002949,P52815,,,,
A_33_P3365815,AK057458,,,,,
A_33_P3365845,ENST00000466694,,,,,
A_33_P3365856,CD674797,,,,,
A_33_P3365860,ENST00000379029,,,,,
A_33_P3365864,NM_001143888,,,,,
A_33_P3365870,NM_001143888,,,,,
A_33_P3365878,NM_001720,P34820,,,,
A_33_P3365924,ENST00000391654,,,,,
A_33_P3365932,NM_182905,A8K0Z3,,,,
A_33_P3365963,A_33_P3365963,,,,,
A_33_P3365978,NR_002331,,,,,
A_33_P3365985,XR_132811,,,,,
A_33_P3365988,ENST00000414452,,,,,
A_33_P3365995,ENST00000405643,,,,,
A_33_P3365998,ENST00000553301,,,,,
A_33_P3366019,NR_024481,,,,,
A_33_P3366025,ENST00000378786,,,,,
A_33_P3366028,NM_080628,A0PJX2,,,,
A_33_P3366039,NM_000992,P47914,,,,
A_33_P3366048,NM_080616,Q96MY1,,,,
A_33_P3366053,NM_001125,P54922,,,,
A_33_P3366064,NM_199181,O94964,,,,
A_33_P3366073,ENST00000378274,,,,,
A_33_P3366082,NM_032565,Q9BY08,,,,
A_33_P3366102,NM_001172428,,,,,
A_33_P3366120,NM_001110556,,,,,
A_33_P3366124,THC2624074,,,,,
A_33_P3366127,NM_001145014,A6NLU0,,,,
A_33_P3366132,ENST00000512128,,,,,
A_33_P3366141,AK094244,,,,,
A_33_P3366146,NM_001039465,A0A024R6D8,,,,
A_33_P3366156,NM_031952,Q9BWV2,,,,
A_33_P3366161,NM_000663,P80404,,,,
A_33_P3366171,NM_172241,Q8NEG8,,,,
A_33_P3366175,NR_034003,,,,,
A_33_P3366179,A_33_P3366179,,,,,
A_33_P3366195,NM_014862,Q7Z3A3,,,,
A_33_P3366221,NM_014917,,,,,
A_33_P3366224,A_33_P3366224,,,,,
A_33_P3366241,ENST00000301906,,,,,
A_33_P3366246,NM_020120,Q9NYU2,,,,
A_33_P3366258,ENST00000490698,,,,,
A_33_P3366261,NR_038829,,,,,
A_33_P3366266,A_33_P3366266,,,,,
A_33_P3366296,NR_026731,,,,,
A_33_P3366301,NR_026732,,,,,
A_33_P3366321,A_33_P3366321,,,,,
A_33_P3366336,NM_001024401,Q52WX2,,,,
A_33_P3366376,NM_001077711,Q3LI81,,,,
A_33_P3366391,ENST00000534728,,,,,
A_33_P3366396,A_33_P3366396,,,,,
A_33_P3366412,A_33_P3366412,,,,,
A_33_P3366431,NM_002297,A0A024R8D7,,,,
A_33_P3366456,NM_138574,Q5TGJ6,,,,
A_33_P3366471,A_33_P3366471,,,,,
A_33_P3366484,NM_198047,,,,,
A_33_P3366493,A_33_P3366493,,,,,
A_33_P3366540,NM_001130518,,,,,
A_33_P3366545,XR_108728,,,,,
A_33_P3366550,ENST00000404616,,,,,
A_33_P3366575,NM_018698,Q9NPJ8,,,,
A_33_P3366584,NM_001005179,Q8NGH8,,,,
A_33_P3366589,NM_001005181,Q8NH76,,,,
A_33_P3366614,A_33_P3366614,,,,,
A_33_P3366659,ENST00000380491,,,,,
A_33_P3366662,ENST00000390432,,,,,
A_33_P3366667,NM_000503,A0A024R813,,,,
A_33_P3366733,DB511925,,,,,
A_33_P3366739,A_33_P3366739,,,,,
A_33_P3366754,AK126945,,,,,
A_33_P3366758,NM_001004470,P61647,,,,
A_33_P3366780,THC2478738,,,,,
A_33_P3366824,ENST00000519382,,,,,
A_33_P3366833,NM_001008391,Q6ZRK6,,,,
A_33_P3366850,ENST00000390442,,,,,
A_33_P3366859,NM_001187,Q13072,,,,
A_33_P3366877,BC017961,,,,,
A_33_P3366903,NM_021615,Q9GZX3,,,,
A_33_P3366987,NM_145290,Q8IWK6,,,,
A_33_P3366998,ENST00000368287,,,,,
A_33_P3367017,NM_001024957,G5E9I4,,,,
A_33_P3367037,THC2724742,,,,,
A_33_P3367062,NM_017673,Q5T5J6,,,,
A_33_P3367073,A_33_P3367073,,,,,
A_33_P3367077,ENST00000448363,,,,,
A_33_P3367087,NM_212554,Q5JPI9,,,,
A_33_P3367102,NR_003242,,,,,
A_33_P3367106,NR_003242,,,,,
A_33_P3367112,ENST00000535200,,,,,
A_33_P3367126,NM_001177693,Q8N1W1,,,,
A_33_P3367171,ENST00000451262,,,,,
A_33_P3367196,NM_014141,A0A090N7T7,,,,
A_33_P3367201,NM_052845,Q96EY8,,,,
A_33_P3367247,NM_001114395,,,,,
A_33_P3367251,NM_001114395,,,,,
A_33_P3367293,NR_003669,,,,,
A_33_P3367301,NM_152219,Q8N144,,,,
A_33_P3367316,NR_004859,,,,,
A_33_P3367332,NM_001195736,A0A0A0MT35,,,,
A_33_P3367341,ENST00000369319,,,,,
A_33_P3367356,BC137370,,,,,
A_33_P3367361,NM_031453,Q9H098,,,,
A_33_P3367392,NM_032648,Q9BTA0,,,,
A_33_P3367396,NM_207468,A6PVY3,,,,
A_33_P3367438,NM_004796,Q9HDB5,,,,
A_33_P3367447,NM_001161473,,,,,
A_33_P3367471,NM_001029884,Q5JYA6,,,,
A_33_P3367481,NM_004491,Q9NRY4,,,,
A_33_P3367491,ENST00000485331,,,,,
A_33_P3367541,THC2681728,,,,,
A_33_P3367550,NR_033379,,,,,
A_33_P3367565,ENST00000355681,,,,,
A_33_P3367575,NM_001164502,,,,,
A_33_P3367577,ENST00000397520,,,,,
A_33_P3367596,NM_001830,P51793,,,,
A_33_P3367606,NR_026806,,,,,
A_33_P3367615,NM_001160124,D3GC14,,,,
A_33_P3367636,NM_001017361,Q587J8,,,,
A_33_P3367642,NM_033200,Q9BU23,,,,
A_33_P3367647,NM_001077706,Q008S8,,,,
A_33_P3367681,A_33_P3367681,,,,,
A_33_P3367692,NM_001014975,A0A0D9SG88,,,,
A_33_P3367701,NM_032227,Q5U3C3,,,,
A_33_P3367717,NM_001105662,,,,,
A_33_P3367726,NR_003539,,,,,
A_33_P3367731,NM_020344,Q9UI40,,,,
A_33_P3367748,ENST00000461118,,,,,
A_33_P3367761,AK128101,,,,,
A_33_P3367780,NM_212558,Q68D42,,,,
A_33_P3367795,ENST00000380381,,,,,
A_33_P3367811,AL137530,,,,,
A_33_P3367830,NM_016938,A0A024R5G1,,,,
A_33_P3367836,A_33_P3367836,,,,,
A_33_P3367850,NM_000741,P08173,,,,
A_33_P3367855,NM_005027,O00459,,,,
A_33_P3367860,NM_000738,P11229,,,,
A_33_P3367889,AK126078,,,,,
A_33_P3367894,AK127022,,,,,
A_33_P3367899,NM_005479,Q92837,,,,
A_33_P3367917,ENST00000324677,,,,,
A_33_P3367924,NM_001080487,A6NDY0,,,,
A_33_P3367939,NM_182973,Q7Z410,,,,
A_33_P3367970,A_33_P3367970,,,,,
A_33_P3367984,NM_173076,B3KVV3,,,,
A_33_P3367994,NM_138572,Q7Z7C8,,,,
A_33_P3368014,NM_001040107,Q96D96,,,,
A_33_P3368034,A_33_P3368034,,,,,
A_33_P3368039,NM_178148,Q8TB61,,,,
A_33_P3368044,AK126844,,,,,
A_33_P3368049,NM_001242659,F2Z333,,,,
A_33_P3368083,NM_178469,Q6JVE9,,,,
A_33_P3368109,THC2686826,,,,,
A_33_P3368139,NM_005921,Q13233,,,,
A_33_P3368144,A_33_P3368144,,,,,
A_33_P3368159,NM_032214,Q9H6Q3,,,,
A_33_P3368186,AY444749,,,,,
A_33_P3368188,NM_006640,Q9UHD8,,,,
A_33_P3368193,NM_001011709,Q17RR3,,,,
A_33_P3368201,BC024008,,,,,
A_33_P3368203,THC2673965,,,,,
A_33_P3368208,NM_139166,Q8N0Z2,,,,
A_33_P3368238,ENST00000518177,,,,,
A_33_P3368301,NM_212552,Q53S33,,,,
A_33_P3368303,A_33_P3368303,,,,,
A_33_P3368313,NM_005951,P80294,,,,
A_33_P3368323,ENST00000508998,,,,,
A_33_P3368328,NM_007273,,,,,
A_33_P3368334,ENST00000368186,,,,,
A_33_P3368339,NM_001045477,Q5VZR2,,,,
A_33_P3368358,NM_182966,,,,,
A_33_P3368369,ENST00000545268,,,,,
A_33_P3368375,NM_007322,,,,,
A_33_P3368383,NR_027246,,,,,
A_33_P3368388,NM_178452,Q8NEP3,,,,
A_33_P3368445,A_33_P3368445,,,,,
A_33_P3368452,NM_000247,Q29983,,,,
A_33_P3368453,NM_000247,Q29983,,,,
A_33_P3368471,NM_152729,Q5TFE4,,,,
A_33_P3368495,AK057067,,,,,
A_33_P3368500,NM_016004,Q9Y366,,,,
A_33_P3368506,NM_001080442,A6NNN8,,,,
A_33_P3368540,ENST00000518331,,,,,
A_33_P3368555,AK091998,,,,,
A_33_P3368560,BC050395,,,,,
A_33_P3368610,NM_201438,,,,,
A_33_P3368636,A_33_P3368636,,,,,
A_33_P3368646,NM_173515,Q6P9H4,,,,
A_33_P3368675,NM_001029863,Q7Z4R8,,,,
A_33_P3368695,NM_001165967,Q9BYE0,,,,
A_33_P3368706,NM_001142590,,,,,
A_33_P3368750,NM_001104554,A0A024R607,,,,
A_33_P3368755,NM_173523,Q8N7X4,,,,
A_33_P3368771,NR_026991,,,,,
A_33_P3368776,NM_206832,Q6UXZ0,,,,
A_33_P3368785,NR_024101,,,,,
A_33_P3368800,NM_017940,Q3BBV0,,,,
A_33_P3368822,A_33_P3368822,,,,,
A_33_P3368830,NM_001033667,A0A0C4DFU4,,,,
A_33_P3368835,ENST00000532238,,,,,
A_33_P3368855,NM_004466,P78333,,,,
A_33_P3368879,NM_012134,P29536,,,,
A_33_P3368895,ENST00000427050,,,,,
A_33_P3368900,A_33_P3368900,,,,,
A_33_P3368905,AK097058,,,,,
A_33_P3368920,A_33_P3368920,,,,,
A_33_P3368925,A_33_P3368925,,,,,
A_33_P3368945,NR_024418,,,,,
A_33_P3368950,NM_001161546,E7EW31,,,,
A_33_P3368985,NM_052997,Q9BXX3,,,,
A_33_P3368991,NM_000530,P25189,,,,
A_33_P3369009,THC2687397,,,,,
A_33_P3369016,A_33_P3369016,,,,,
A_33_P3369029,NR_033579,,,,,
A_33_P3369034,NM_001170714,,,,,
A_33_P3369039,NM_015629,F1T0A5,,,,
A_33_P3369058,NM_198578,Q17RV3,,,,
A_33_P3369063,AB529231,,,,,
A_33_P3369079,NR_021492,,,,,
A_33_P3369098,NM_138403,Q9BUA6,,,,
A_33_P3369128,AK124556,,,,,
A_33_P3369133,AF086451,,,,,
A_33_P3369146,NM_001001344,,,,,
A_33_P3369153,NM_002254,A2RU78,,,,
A_33_P3369158,NM_002254,A2RU78,,,,
A_33_P3369178,NM_005807,Q92954,,,,
A_33_P3369190,NM_001177306,,,,,
A_33_P3369213,NR_024497,,,,,
A_33_P3369239,NM_006775,Q8WY44,,,,
A_33_P3369245,AK126915,,,,,
A_33_P3369258,NM_001171888,,,,,
A_33_P3369262,NM_015633,,,,,
A_33_P3369266,CR997556,,,,,
A_33_P3369286,NM_006390,O15397,,,,
A_33_P3369311,NM_001142568,A8K6U2,,,,
A_33_P3369317,NM_001135005,,,,,
A_33_P3369336,NM_002054,P01275,,,,
A_33_P3369371,NM_002084,P22352,,,,
A_33_P3369393,NM_000265,P14598,,,,
A_33_P3369398,A_33_P3369398,,,,,
A_33_P3369401,NM_000782,Q07973,,,,
A_33_P3369419,NM_032292,A4PB68,,,,
A_33_P3369436,XR_109206,,,,,
A_33_P3369441,NR_024237,,,,,
A_33_P3369446,AK123300,,,,,
A_33_P3369452,NM_152906,B7Z4V5,,,,
A_33_P3369461,NM_020703,Q86WK6,,,,
A_33_P3369495,ENST00000376855,,,,,
A_33_P3369505,NM_001031740,Q5VSG8,,,,
A_33_P3369520,NM_152900,A0A024R0E9,,,,
A_33_P3369530,NM_015520,,,,,
A_33_P3369535,NM_004742,,,,,
A_33_P3369550,NM_004768,,,,,
A_33_P3369565,NM_001195252,,,,,
A_33_P3369567,NM_001242932,,,,,
A_33_P3369581,NM_003755,O75821,,,,
A_33_P3369631,NM_003758,A0A024R5S5,,,,
A_33_P3369646,THC2728923,,,,,
A_33_P3369663,NM_001171945,,,,,
A_33_P3369667,THC2491431,,,,,
A_33_P3369696,NM_018074,Q9BW85,,,,
A_33_P3369706,CK906254,,,,,
A_33_P3369716,ENST00000360485,,,,,
A_33_P3369731,A_33_P3369731,,,,,
A_33_P3369741,NR_024340,,,,,
A_33_P3369760,NM_022343,Q9H4G4,,,,
A_33_P3369761,NM_001161779,Q9P0J1,,,,
A_33_P3369766,NM_014166,A0A024RDY7,,,,
A_33_P3369781,NM_198920,Q4G0J6,,,,
A_33_P3369786,NM_198920,Q4G0J6,,,,
A_33_P3369790,NM_152657,Q86UU5,,,,
A_33_P3369799,NM_001008783,B7Z9Y0,,,,
A_33_P3369829,NR_024394,,,,,
A_33_P3369834,NM_138393,Q96HR9,,,,
A_33_P3369844,NM_013230,B6EC88,,,,
A_33_P3369854,NM_153614,P59910,,,,
A_33_P3369864,A_33_P3369864,,,,,
A_33_P3369885,NM_001099280,B4DIR5,,,,
A_33_P3369894,AK125616,,,,,
A_33_P3369914,BC012174,,,,,
A_33_P3369920,AK124574,,,,,
A_33_P3369939,NM_194283,,,,,
A_33_P3369944,NM_003813,Q9UKJ8,,,,
A_33_P3369956,NM_148416,,,,,
A_33_P3369964,NR_024612,,,,,
A_33_P3369969,NM_001137675,P0C7T5,,,,
A_33_P3369975,NM_001004687,Q8NG85,,,,
A_33_P3369979,NM_001004686,Q8NH16,,,,
A_33_P3369991,THC2550441,,,,,
A_33_P3370001,NM_001001963,Q8NGY9,,,,
A_33_P3370015,A_33_P3370015,,,,,
A_33_P3370019,ENST00000390556,,,,,
A_33_P3370029,ENST00000390340,,,,,
A_33_P3370041,THC2548537,,,,,
A_33_P3370060,NM_001199417,Q9P227,,,,
A_33_P3370076,NM_006521,A0A024QZ23,,,,
A_33_P3370094,NM_007289,P08473,,,,
A_33_P3370109,NM_001144879,,,,,
